time,x,y,yaw,target_x,target_y,lookahead,curvature,cross_track_error,heading_error,steering_cmd,speed_cmd,battery_voltage,mission_state
22.06,8.61679,0.48368,0.49654,8.89991,0.59251,0.3,0.84307,-0.00969,0.02799,-0.50484,0.37846,7.4,LANE_FOLLOW
22.08,8.62463,0.48792,0.48895,8.89991,0.59251,0.3,0.84307,-0.00944,0.0204,-0.51122,0.37846,7.4,LANE_FOLLOW
22.1,8.63235,0.49203,0.48149,8.89991,0.59251,0.3,0.84307,-0.00926,0.01294,-0.51523,0.37846,7.4,LANE_FOLLOW
22.12,8.63998,0.49602,0.47415,8.89991,0.59251,0.3,0.84307,-0.00915,0.00559,-0.51782,0.37846,7.4,LANE_FOLLOW
22.14,8.64754,0.49989,0.46689,8.94982,0.59807,0.3,0.94185,-0.01004,0.04537,-0.54383,0.32908,7.4,LANE_FOLLOW
22.16,8.65492,0.50361,0.45898,8.94982,0.59807,0.3,0.94185,-0.00966,0.03746,-0.55959,0.32908,7.4,LANE_FOLLOW
22.18,8.66215,0.50719,0.45124,8.94982,0.59807,0.3,0.94185,-0.00936,0.02972,-0.5692,0.32908,7.4,LANE_FOLLOW
22.2,8.66925,0.51063,0.44367,8.94982,0.59807,0.3,0.94185,-0.00912,0.02215,-0.57512,0.32908,7.4,LANE_FOLLOW
22.22,8.67624,0.51395,0.43624,8.94982,0.59807,0.3,0.94185,-0.00895,0.01472,-0.57883,0.32908,7.4,LANE_FOLLOW
22.24,8.68313,0.51716,0.42894,8.94982,0.59807,0.3,0.94185,-0.00884,0.00742,-0.58122,0.32908,7.4,LANE_FOLLOW
22.26,8.68993,0.52027,0.42174,9.0,0.6,0.3,1.04662,-0.00998,0.05298,-0.60492,0.3,7.4,LANE_FOLLOW
22.28,8.6966,0.52327,0.41402,9.0,0.6,0.3,1.04662,-0.00959,0.04525,-0.61926,0.3,7.4,LANE_FOLLOW
22.3,8.70315,0.52614,0.40645,9.0,0.6,0.3,1.04662,-0.00927,0.03768,-0.628,0.3,7.4,LANE_FOLLOW
22.32,8.7096,0.52892,0.39902,9.0,0.6,0.3,1.04662,-0.009,0.03025,-0.63336,0.3,7.4,LANE_FOLLOW
22.34,8.71595,0.5316,0.39172,9.0,0.6,0.3,1.04662,-0.00879,0.02295,-0.63671,0.3,7.4,LANE_FOLLOW
22.36,8.72223,0.53419,0.38452,9.0,0.6,0.3,1.04662,-0.00864,0.01575,-0.63886,0.3,7.4,LANE_FOLLOW
22.38,8.72844,0.5367,0.37742,9.0,0.6,0.3,1.04662,-0.00853,0.00865,-0.64028,0.3,7.4,LANE_FOLLOW
22.4,8.73459,0.53914,0.3704,9.0,0.6,0.3,1.14932,-0.00985,0.0594,-0.64127,0.3,7.4,LANE_FOLLOW
22.42,8.74069,0.54151,0.36345,9.0,0.6,0.3,1.14932,-0.00946,0.05245,-0.642,0.3,7.4,LANE_FOLLOW
22.44,8.74675,0.54382,0.35657,9.0,0.6,0.3,1.14932,-0.00912,0.04557,-0.64259,0.3,7.4,LANE_FOLLOW
22.46,8.75277,0.54606,0.34975,9.0,0.6,0.3,1.14932,-0.00883,0.03875,-0.6431,0.3,7.4,LANE_FOLLOW
22.48,8.75876,0.54824,0.34297,9.0,0.6,0.3,1.14932,-0.00858,0.03197,-0.64356,0.3,7.4,LANE_FOLLOW
22.5,8.76472,0.55037,0.33624,9.0,0.6,0.3,1.14932,-0.00838,0.02523,-0.644,0.3,7.4,LANE_FOLLOW
22.52,8.77066,0.55245,0.32954,9.0,0.6,0.3,1.14932,-0.00822,0.01854,-0.64444,0.3,7.4,LANE_FOLLOW
22.54,8.77658,0.55447,0.32287,9.0,0.6,0.3,1.14932,-0.00811,0.01187,-0.64488,0.3,7.4,LANE_FOLLOW
22.56,8.78248,0.55645,0.31623,9.0,0.6,0.3,1.24443,-0.00945,0.06789,-0.64533,0.3,7.4,LANE_FOLLOW
22.58,8.78837,0.55837,0.30962,9.0,0.6,0.3,1.24443,-0.00903,0.06127,-0.6458,0.3,7.4,LANE_FOLLOW
22.6,8.79426,0.56026,0.30302,9.0,0.6,0.3,1.24443,-0.00865,0.05468,-0.64629,0.3,7.4,LANE_FOLLOW
22.62,8.80013,0.56209,0.29645,9.0,0.6,0.3,1.24443,-0.00832,0.0481,-0.6468,0.3,7.4,LANE_FOLLOW
22.64,8.806,0.56389,0.28988,9.0,0.6,0.3,1.24443,-0.00802,0.04154,-0.64734,0.3,7.4,LANE_FOLLOW
22.66,8.81187,0.56564,0.28333,9.0,0.6,0.3,1.24443,-0.00777,0.03498,-0.64791,0.3,7.4,LANE_FOLLOW
22.68,8.81773,0.56734,0.27678,9.0,0.6,0.3,1.24443,-0.00755,0.02844,-0.64852,0.3,7.4,LANE_FOLLOW
22.7,8.82359,0.56901,0.27024,9.0,0.6,0.3,1.24443,-0.00738,0.0219,-0.64917,0.3,7.4,LANE_FOLLOW
22.72,8.82946,0.57063,0.26371,9.0,0.6,0.3,1.32864,-0.00881,0.08232,-0.64985,0.3,7.4,LANE_FOLLOW
22.74,8.83532,0.57222,0.25718,9.0,0.6,0.3,1.32864,-0.00831,0.07579,-0.65059,0.3,7.4,LANE_FOLLOW
22.76,8.84119,0.57376,0.25065,9.0,0.6,0.3,1.32864,-0.00785,0.06926,-0.65137,0.3,7.4,LANE_FOLLOW
22.78,8.84705,0.57526,0.24412,9.0,0.6,0.3,1.32864,-0.00743,0.06273,-0.65222,0.3,7.4,LANE_FOLLOW
22.8,8.85292,0.57672,0.23758,9.0,0.6,0.3,1.32864,-0.00705,0.0562,-0.65313,0.3,7.4,LANE_FOLLOW
22.82,8.8588,0.57815,0.23104,9.0,0.6,0.3,1.32864,-0.00671,0.04966,-0.65412,0.3,7.4,LANE_FOLLOW
22.84,8.86468,0.57953,0.2245,9.0,0.6,0.3,1.32864,-0.00641,0.04311,-0.65519,0.3,7.4,LANE_FOLLOW
22.86,8.87056,0.58087,0.21795,9.0,0.6,0.3,1.32864,-0.00615,0.03656,-0.65636,0.3,7.4,LANE_FOLLOW
22.88,8.87645,0.58218,0.21139,9.0,0.6,0.3,1.39517,-0.00767,0.10037,-0.65764,0.3,7.4,LANE_FOLLOW
22.9,8.88234,0.58344,0.20481,9.0,0.6,0.3,1.39517,-0.00706,0.0938,-0.65904,0.3,7.4,LANE_FOLLOW
22.92,8.88824,0.58467,0.19823,9.0,0.6,0.3,1.39517,-0.0065,0.08721,-0.6606,0.3,7.4,LANE_FOLLOW
22.94,8.89414,0.58585,0.19163,9.0,0.6,0.3,1.39517,-0.00598,0.08061,-0.66232,0.3,7.4,LANE_FOLLOW
22.96,8.90005,0.587,0.18501,9.0,0.6,0.3,1.39517,-0.00549,0.07399,-0.66425,0.3,7.4,LANE_FOLLOW
22.98,8.90597,0.5881,0.17837,9.0,0.6,0.3,1.39517,-0.00505,0.06735,-0.66642,0.3,7.4,LANE_FOLLOW
23.0,8.91188,0.58917,0.1717,9.0,0.6,0.3,1.39517,-0.00464,0.06069,-0.66889,0.3,7.4,LANE_FOLLOW
23.02,8.91781,0.5902,0.16501,9.0,0.6,0.3,1.39517,-0.00428,0.05399,-0.6717,0.3,7.4,LANE_FOLLOW
23.04,8.92374,0.59119,0.15828,9.0,0.6,0.3,1.39517,-0.00395,0.04727,-0.67496,0.3,7.4,LANE_FOLLOW
23.06,8.92967,0.59213,0.15152,9.0,0.6,0.3,1.07346,-0.00516,0.1131,-0.67876,0.3,7.4,LANE_FOLLOW
